64,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,36,32,36,32,32,32,32,32,32,36,32,36,32,32,
32,30,30,32,30,32,32,22,34,32,32,26,32,26,42,32,
32,30,34,32,30,28,28,34,30,28,36,34,32,30,34,40,
32,28,32,32,32,32,32,36,36,32,32,32,32,32,28,32,
32,28,28,32,36,32,32,28,28,32,32,36,32,28,28,32,
32,30,34,32,30,36,36,26,30,36,28,42,32,22,26,24,
32,30,30,32,30,32,32,30,34,32,32,34,32,34,34,32,
32,30,30,32,34,36,36,42,30,36,28,38,32,26,42,40,
32,34,30,32,30,32,32,26,30,32,32,42,32,42,38,32,
32,36,28,32,28,32,32,36,28,32,32,28,32,28,28,32,
32,40,28,32,36,40,24,32,40,24,24,36,32,28,32,32,
32,34,30,32,30,32,32,34,30,32,32,34,32,34,30,32,
32,30,30,32,34,28,28,34,30,28,36,30,32,34,34,24,
32,28,32,32,32,40,24,36,28,24,24,32,32,32,36,32,
32,24,32,32,32,32,32,32,40,32,32,32,32,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,28,32,40,32,32,40,28,28,24,32,32,24,32,28,32,
32,34,30,28,34,32,28,38,34,36,32,22,36,42,38,32,
32,30,30,36,30,44,32,30,34,32,44,34,36,34,34,32,
32,32,28,24,36,32,40,32,32,24,32,36,40,28,32,32,
32,36,28,32,28,32,32,28,28,32,32,28,32,28,36,32,
32,30,30,28,30,36,32,22,34,32,36,26,28,26,42,32,
32,34,30,36,34,32,36,30,34,28,32,30,28,34,30,32,
32,34,30,28,30,28,32,26,30,32,28,42,28,42,38,32,
32,34,34,28,30,32,36,22,34,28,32,26,36,38,22,32,
32,36,36,40,28,32,32,36,36,32,32,36,24,28,36,32,
32,36,40,40,40,32,32,28,28,32,32,32,40,32,36,32,
32,34,34,36,30,32,28,30,34,36,32,34,28,30,30,32,
32,34,30,20,30,36,32,34,30,32,36,34,20,34,30,32,
32,32,28,24,28,32,32,32,32,32,32,36,24,36,32,32,
32,32,24,40,40,32,32,32,32,32,32,32,24,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,36,32,32,32,24,40,36,36,40,40,32,32,32,36,16,
32,34,34,32,30,36,36,38,34,36,28,34,32,30,38,24,
32,22,34,32,34,32,32,30,42,32,32,30,32,30,34,32,
32,32,36,32,28,40,24,32,32,24,24,28,32,36,32,16,
32,36,28,32,28,32,32,28,28,32,32,28,32,28,36,32,
32,30,34,32,34,32,32,30,34,32,32,38,32,38,34,32,
32,34,42,32,22,28,28,30,34,28,36,34,32,30,30,40,
32,30,30,32,30,32,32,38,34,32,32,34,32,34,26,32,
32,30,34,32,30,36,36,34,30,36,28,26,32,38,34,40,
32,32,40,32,24,40,40,32,32,40,24,32,32,32,32,32,
32,32,28,32,28,32,32,32,32,32,32,36,32,36,32,32,
32,22,34,32,30,28,28,34,22,28,36,34,32,30,34,24,
32,30,22,32,22,32,32,30,34,32,32,34,32,34,34,32,
32,36,40,32,40,32,32,28,28,32,32,32,32,32,36,32,
32,28,28,32,36,40,40,28,28,40,24,28,32,36,28,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,32,36,32,36,32,32,32,32,32,32,36,32,36,32,32,
32,30,34,36,34,28,32,30,34,32,28,38,36,38,34,32,
32,30,22,36,42,32,36,34,30,28,32,30,28,34,34,32,
32,28,32,32,32,32,32,36,36,32,32,32,32,32,28,32,
32,36,36,32,28,32,48,36,36,16,32,28,32,36,36,32,
32,30,30,28,34,32,28,26,30,36,32,30,36,34,26,32,
32,22,34,28,34,20,32,30,42,32,20,30,28,30,34,32,
32,34,30,28,34,32,36,30,34,28,32,38,36,26,30,32,
32,30,30,36,30,36,32,38,34,32,36,34,36,34,26,32,
32,24,32,32,32,40,32,32,40,32,40,32,32,32,32,32,
32,36,32,40,32,32,32,28,36,32,32,32,24,32,28,32,
32,30,22,44,22,28,32,30,34,32,28,34,44,34,34,32,
32,42,30,36,34,32,28,30,42,36,32,30,28,34,30,32,
32,24,36,40,28,32,32,32,24,32,32,28,24,36,32,32,
32,36,28,32,28,24,32,36,28,32,24,28,32,28,28,32,
