64,33,31,32,32,31,33,32,32,33,31,32,32,31,33,32,
32,33,31,28,30,29,27,38,34,35,33,38,36,27,25,36,
32,33,31,28,30,33,27,26,30,35,41,34,32,31,25,44,
32,29,31,36,32,39,33,32,32,25,35,36,32,35,29,24,
32,35,31,38,26,27,31,28,28,27,35,30,34,31,31,32,
32,31,35,34,32,37,37,34,30,33,33,36,30,31,27,36,
32,31,31,38,32,33,33,34,34,33,37,28,34,27,39,32,
32,31,27,30,34,35,35,32,36,35,35,30,34,35,31,36,
32,33,35,32,30,33,35,26,32,37,35,28,38,29,27,14,
32,37,35,32,28,35,29,36,26,35,37,38,34,37,35,22,
32,37,31,36,24,27,37,32,34,39,29,34,38,33,31,34,
32,37,31,32,34,29,35,34,36,33,31,32,30,33,35,34,
32,35,39,34,32,37,37,34,36,31,35,38,32,29,29,34,
32,35,27,34,30,27,35,36,30,33,33,32,28,33,33,34,
32,27,35,34,34,27,31,28,30,29,37,32,32,37,33,34,
32,31,31,30,36,33,33,30,32,35,27,30,32,33,33,34,
32,33,31,32,32,31,33,32,32,33,31,32,32,31,33,32,
32,29,27,28,30,33,31,38,34,39,29,30,36,39,29,28,
32,29,31,32,30,29,27,30,34,27,29,34,36,23,29,28,
32,29,35,40,32,31,29,36,36,29,27,28,36,31,29,32,
32,31,39,26,30,27,35,28,32,27,31,38,34,27,31,28,
32,31,23,30,28,25,37,34,26,37,33,36,30,31,31,32,
32,39,31,38,36,29,29,30,34,33,37,36,30,39,27,28,
32,35,31,38,30,27,35,28,28,31,31,30,30,27,31,32,
32,33,31,28,34,29,27,42,28,33,35,28,30,29,31,26,
32,33,27,28,32,35,25,20,30,27,25,38,34,41,35,34,
32,33,35,28,28,35,37,28,42,35,33,34,26,33,39,30,
32,37,39,24,38,33,31,30,20,33,31,32,26,29,31,30,
32,31,35,26,32,25,33,34,36,27,39,38,32,33,33,26,
32,35,35,34,22,35,27,36,30,25,33,32,36,33,33,34,
32,35,31,30,34,27,27,32,34,33,29,32,20,33,25,26,
32,35,31,34,28,29,33,34,36,27,39,30,28,33,29,34,
32,31,33,32,32,33,31,32,32,31,33,32,32,33,31,32,
32,35,33,32,34,31,29,38,30,33,31,38,36,41,39,32,
32,35,25,24,34,35,37,34,34,33,31,34,32,37,23,32,
32,35,33,28,40,25,39,32,32,23,29,28,32,37,35,32,
32,37,29,30,30,29,29,32,36,37,33,38,30,25,45,36,
32,37,33,30,32,31,31,30,34,27,27,28,34,29,33,28,
32,37,29,34,40,35,35,38,30,27,31,44,30,25,29,32,
32,25,33,38,38,29,25,36,28,29,33,38,38,37,37,32,
32,31,29,32,30,35,33,34,32,35,37,36,38,31,33,30,
32,31,29,28,32,29,31,36,30,33,27,30,26,35,33,34,
32,39,25,40,36,37,31,32,30,29,35,26,38,39,29,30,
32,35,33,24,34,31,41,34,36,23,33,32,38,35,33,34,
32,21,37,34,28,31,35,30,36,33,33,38,28,39,27,30,
32,33,41,30,38,37,29,32,34,35,35,32,40,31,31,34,
32,33,41,30,26,29,33,40,26,39,31,24,28,35,31,34,
32,33,29,30,24,35,39,34,32,29,33,30,28,35,39,30,
32,31,33,32,32,33,31,32,32,31,33,32,32,33,31,32,
32,31,29,32,34,35,33,38,38,29,35,22,28,29,35,32,
32,31,33,36,34,31,29,30,30,33,35,34,28,37,27,32,
32,35,29,24,24,33,27,28,36,27,29,28,36,33,27,32,
32,33,29,26,34,29,25,40,32,29,29,30,38,29,29,32,
32,21,29,34,28,35,39,38,30,31,19,36,34,29,29,32,
32,29,29,34,28,31,31,34,30,27,31,36,26,37,33,28,
32,29,37,30,34,21,41,32,28,33,37,30,42,37,29,36,
32,31,33,36,34,31,33,26,28,31,29,28,30,31,29,34,
32,27,29,32,36,29,35,28,26,33,31,30,34,31,33,30,
32,35,29,32,24,29,31,28,30,33,31,34,34,31,29,34,
32,35,25,32,38,35,37,30,36,39,33,32,34,31,29,30,
32,33,33,26,28,35,31,30,28,37,29,30,36,35,39,30,
32,33,33,30,30,45,37,32,18,27,35,32,32,31,31,34,
32,41,29,34,26,29,37,36,30,27,31,32,32,31,31,34,
32,21,21,26,32,31,31,30,28,29,45,30,32,27,35,30,
