64,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,34,32,30,30,32,34,32,30,32,30,36,28,30,32,38,
32,30,30,32,32,34,30,28,34,32,36,30,38,32,32,46,
32,32,34,34,34,38,32,28,36,36,34,34,34,30,36,24,
32,32,34,30,32,32,34,30,30,34,32,32,34,30,36,28,
32,34,30,32,34,36,28,30,32,30,30,36,38,28,32,30,
32,30,32,30,32,34,32,26,32,34,28,22,32,38,36,26,
32,32,32,36,30,34,34,34,30,26,34,34,36,36,36,32,
32,32,32,32,32,32,32,24,32,32,32,32,32,24,32,16,
32,34,32,30,30,32,34,40,30,32,30,36,28,38,32,22,
32,30,26,28,36,30,30,28,30,36,28,30,30,32,36,34,
32,32,38,22,30,26,32,28,40,32,26,34,26,30,32,36,
32,28,34,34,32,36,34,34,38,30,32,28,34,34,28,24,
32,30,38,28,26,32,28,34,32,34,30,32,38,32,32,34,
32,26,28,30,36,34,32,38,36,34,36,34,40,34,32,26,
32,28,28,36,34,34,34,30,34,26,26,30,28,32,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,30,32,34,30,36,26,36,30,28,38,32,28,34,32,34,
32,30,30,32,32,34,38,36,30,44,24,34,26,36,36,34,
32,28,34,22,26,34,40,32,32,28,30,34,30,30,32,32,
32,36,30,30,36,32,26,34,34,34,32,44,26,26,32,28,
32,34,34,44,38,40,36,30,36,26,30,36,30,28,36,34,
32,34,28,30,36,34,32,38,32,30,32,38,28,38,36,30,
32,32,36,32,26,30,26,34,30,34,38,38,40,32,36,32,
32,32,32,32,32,24,32,32,32,40,32,24,32,40,32,32,
32,30,32,34,30,28,42,36,30,36,22,40,28,26,32,34,
32,30,34,36,20,38,30,36,26,24,24,34,34,36,32,30,
32,28,30,34,38,30,32,32,36,32,30,34,38,30,36,36,
32,32,38,42,28,36,26,30,34,30,32,32,26,30,32,32,
32,30,34,32,22,36,36,26,28,30,30,24,30,32,28,30,
32,30,24,30,32,34,24,34,28,30,32,34,36,34,32,30,
32,28,32,32,22,30,34,30,26,34,38,34,32,28,32,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,30,36,30,34,32,26,36,30,28,26,28,32,30,48,34,
32,34,34,24,32,38,34,36,30,32,36,34,34,32,32,34,
32,40,34,26,30,26,28,32,32,24,38,30,26,30,36,32,
32,32,34,30,32,32,26,38,26,30,28,28,30,26,24,32,
32,30,34,32,30,28,36,34,36,30,30,32,38,24,36,30,
32,26,36,30,32,30,28,18,32,30,32,38,32,34,32,34,
32,32,32,36,34,22,30,30,22,34,34,34,32,32,32,28,
32,28,32,36,32,36,32,36,32,36,32,28,32,20,32,36,
32,26,28,26,34,36,34,32,30,32,34,32,32,34,40,30,
32,30,22,32,28,30,34,32,34,32,28,30,42,28,28,34,
32,36,38,34,34,26,36,36,28,32,38,34,34,26,32,32,
32,40,42,30,32,40,34,30,26,38,28,36,38,34,32,32,
32,22,42,32,38,28,36,34,28,30,38,32,30,32,28,30,
32,34,32,34,28,26,36,34,36,34,40,30,32,34,36,30,
32,24,36,32,30,34,30,38,42,38,34,34,32,32,28,32,
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,
32,34,28,34,34,28,26,40,30,32,26,24,32,26,24,30,
32,34,34,24,32,38,26,28,34,36,32,30,30,28,28,30,
32,28,26,30,22,30,28,36,36,32,34,38,30,30,32,32,
32,36,30,30,36,32,34,26,30,30,28,40,38,38,20,32,
32,22,30,28,34,40,36,34,24,34,38,32,30,32,32,34,
32,30,32,30,36,30,28,30,24,34,28,30,36,26,40,30,
32,40,28,32,30,42,30,30,30,42,38,30,28,28,32,36,
32,36,32,28,32,36,32,36,32,36,32,28,32,28,32,28,
32,38,36,38,34,32,34,36,30,36,34,28,32,38,32,34,
32,38,30,32,28,30,34,32,38,36,32,34,38,32,32,30,
32,32,38,38,26,30,28,32,32,40,26,34,38,34,36,32,
32,36,30,30,28,32,26,34,38,30,28,32,30,38,36,32,
32,38,30,28,34,32,36,34,24,26,30,32,38,32,32,34,
32,30,44,26,40,34,28,38,36,30,28,30,36,34,28,34,
32,24,32,36,34,30,22,30,26,38,30,38,28,36,28,32,
